,Price,Price,Price,Price,Price,Median Transaction Fees (Native Units),Deposits on Exchanges,New Issuance (Native Units),Annual Issuance Rate,Realized Marketcap,Deposits on Exchanges - Inclusive,Circulating Supply,Deposits on Exchanges (Native Units),Total Issuance,Block Size (bytes),Sharpe Ratio,Sharpe Ratio,Sharpe Ratio,Sharpe Ratio,Supply on Exchanges,Outstanding Marketcap,Withdrawals from Exchanges,Adjusted Transaction Volume (Native Units),Miner Revenue,Supply on Exchanges (Native Units),Outstanding Supply,New Issuance,Transactions Count,Median Transaction Fees,Total Issuance (Native Units),Withdrawals from Exchanges - Inclusive (Native Units),Deposits on Exchanges - Inclusive (Native Units),Withdrawals from Exchanges (Native Units),Transactions Transfer Count,Withdrawals from Exchanges - Inclusive,Hash Rate,Median Transfer Value (Native Units),Total Fees (Native Units),Average Transaction Fees,Average Block Size (bytes),Miner Revenue (Native Units),Transaction Volume (Native Units),Volatility,Volatility,Volatility,Volatility,Adjusted NVT,Transaction Volume,Median Transfer Value,Real Volume,Adjusted Transaction Volume,Average Transfer Value,Average Difficulty,Circulating Marketcap,Marketcap Dominance,Total Fees,Average Transaction Fees (Native Units),Adjusted NVT 90-days MA,Block Count,Average Transfer Value (Native Units),Active Addresses Count
,open,high,low,close,volume,transaction_fee_median,flow_in_usd,issuance_native,issuance_rate,marketcap_realized,flow_in_usd,circulating_supply,flow_in,issuance_total_usd,block_count,sharpe_30d,sharpe_90d,sharpe_1yr,sharpe_3yr,supply_usd,marketcap_oustanding,flow_out_usd,transaction_volume_adjusted,revenue_usd,supply_usd,supply_outstanding,issuance_usd,transaction_count,transaction_fee_median_usd,issuance_total,flow_out,flow_in,flow_out,transfers_count,flow_out_usd,hash_rate,transfer_value_median,fees_total,transaction_fee_avg,block_count,revenue_native,transaction_volume,volatility_30d,volatility_90d,volatility_1yr,volatility_3yr,nvt_adjusted,transaction_volume_usd,transfer_value_median_usd,volume,adjusted_transfer_value_usd,average_transfer_value_usd,mean_difficulty,circulating_marketcap,marketcap_dominance,fees_total_usd,transaction_fee_avg_ntv,nvt_adjusted_90d_ma,block_count,transfer_value_avg,active_addresses
timestamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-03,3485.100524022556,3516.1142851162867,3391.3994516631656,3423.307541168598,330560921.8230924,1.568e-05,47776019.51921606,1725.0,3.59422598322489,77302162952.08376,64049921.08631289,17523476.23746782,13998.15907727,5887462.288128281,128837813,-2.571320086628877,-2.9799412734898136,-1.1536847250263105,1.1774379711574472,5185717342.912914,59788219917.066,39627826.53458405,196488.5694448,0,1519391.88375993,17517679.82699504,5887462.288128281,296555,0.053516178943682,1725.0,16378.95518581,18766.33912317,11610.77513991,571212,55901728.10168088,39888680.9440889,0.01325833,14.58804954,0.16789239237162235,933607.34057971,1739.58804954,472173.95637299,0.5053586634535618,0.8122779227925028,0.7596900585758152,0.7844478904090977,89.15368399,1611539919.757859,45.250966886121645,330560921.8230924,670619734.8721942,2821.2641186772335,5814661935891.79,61527534384.07039,56.35501237279108,49789.32841976645,4.91917166798739e-05,50.87633813587819,138,0.826617711765492,518121
2019-02-04,3425.7584980916645,3472.434523651773,3394.235180282672,3417.278913921153,359699176.56923413,1.435e-05,68639362.08898959,1837.5,3.82823046709493,77232112153.01013,92231372.02510968,17525313.8965283,20120.6555394,6268425.379657358,148860985,-2.6899316790603267,-2.977728679888411,-1.2105576593093177,1.1546611862136922,5177500670.806719,59765870504.42587,74373872.67337129,239342.16032107,0,1517710.89331008,17519517.32699504,6268425.379657358,333136,0.04895341725065746,1837.5,28717.30911548,27036.31866563,21801.64598925,618658,97965882.6094914,42490116.6578338,0.016782,16.99461248,0.17402867426018023,1012659.76190476,1854.49461248,590873.57741531,0.5050326537397752,0.8122845897227811,0.758582274128166,0.7839334800661872,73.1986262,2015699008.8920085,57.249912773556346,359699176.56923413,816488964.4509472,3258.1798164608044,5814661935891.79,60778791885.97078,56.66589977294401,57975.216428339416,5.10140377503482e-05,51.25822586731964,147,0.955089205045938,610696
2019-02-05,3416.237465130942,3452.2266072571833,3404.3269880012417,3435.6172479364805,341336287.5663796,1.405e-05,75896454.39656566,1837.5,3.82782899280526,77201492506.5307,103707028.64605877,17527151.59105893,22150.0742439,6296129.458441693,154019229,-2.5469979346706126,-2.9856229792682836,-1.0698164530267775,1.1597893540748425,5201521523.844578,60036309266.967636,74758203.89481944,247808.55432869,0,1518043.08713023,17521354.82699504,6296129.458441693,355590,0.0481418334101256,1837.5,29934.2844019,30266.47822205,21817.88042375,691605,102568778.14431253,42490116.6578338,0.0183903,17.19570167,0.16569777023727653,1047749.85714286,1854.69570167,616241.91932371,0.505521673849554,0.8122064142987526,0.7505377011294427,0.7839049944644897,70.70520578,2111531375.1187265,63.01371949909131,341336287.5663796,849107340.9320892,3053.088649039158,5814661935891.79,60572558821.528114,56.64722235540417,58920.47011867321,4.83582262437076e-05,51.89127147510235,147,0.891031613889012,645414
2019-02-06,3437.156300912793,3451.8593284341387,3345.7526265079905,3376.9804040533377,456894960.59602195,1.356e-05,94349514.51465623,2050.0,4.27000350324219,77126451928.02681,132474163.54019183,17529201.81800983,28017.62024729,6903388.048232022,172210025,-4.7915061093103635,-3.1202671862073754,-0.9040784527750899,1.1644102714561675,5109898186.433393,59010177291.22384,96471086.32324935,284815.41985799,0,1517413.07442093,17523404.82699504,6903388.048232022,349372,0.04566338630928108,2050.0,39968.96241921,39338.94970991,28647.63295659,666286,134595735.34878495,47403939.6726853,0.017538055,21.84138191,0.2105234323361039,1050061.12804878,2071.84138191,687962.94168984,0.45772114907380784,0.8118741426014328,0.7345717159668834,0.783791283195395,61.52547792,2316719585.0186267,59.059511842066264,456894960.59602195,959117739.2194309,3477.0647815181806,5814661935891.79,60737299255.335014,56.67855914888149,73550.9926021293,6.25161200954856e-05,51.309187063868755,164,1.03253398944273,686774
2019-02-07,3378.287088598644,3418.2687358873563,3352.9047477346767,3364.8197436396285,311312389.89298147,1.008e-05,108241515.8350926,2175.0,4.52980733212134,77071331151.96977,140387533.08436203,17531377.02015395,32225.54009333,7305550.077966092,164457391,-4.594752502176771,-3.051443665485364,-1.0838597351422827,1.163650597026574,5125100983.394275,58866207389.19751,79939246.98913647,268541.57641926,0,1525839.19347877,17525579.82699504,7305550.077966092,348678,0.03385744587857389,2175.0,33369.89646458,41796.01552242,23799.42103549,660286,112085264.23840591,50294423.7990685,0.01609257,16.74721864,0.16132876335089424,945157.41954023,2191.74721864,629378.51962747,0.4573159891018129,0.8115796347547986,0.7247726547400628,0.783795509007938,65.26207249,2114002893.39524,54.05290851410336,311312389.89298147,901997211.2859137,3201.647306463019,5814661935891.78,59689582482.78057,56.71534020243452,56251.79054766308,4.80306146071734e-05,51.534658694434704,174,0.953190768284456,645404
2019-02-08,3363.7592900352406,3742.9246904694714,3347.2264488428027,3640.6287073176554,818500212.6228893,2.08e-05,139958939.21633482,2037.5,4.24294692271063,77066772569.84781,192106953.6147715,17533414.73890315,38743.1775314,7360427.224178109,159595067,-1.7010242321688434,-2.5049316372204404,-0.9409529559712001,1.200693431894592,5533773271.845418,63318160367.38653,118248656.03305638,308296.56938397,0,1531848.99435563,17527617.32698958,7360427.224178109,338602,0.07513957607995321,2037.5,47168.8946076,53178.69548446,32733.37665454,689501,170396670.43149304,47114891.260047,0.01485537,21.04186133,0.22449157183140606,979110.840490798,2058.54186133,763628.09627991,0.5493140569578558,0.8318274712442211,0.7298748791386526,0.785221049715611,56.85310531,2758590934.4814487,53.66472136109878,818500212.6228893,1113715073.577663,4000.8512452939985,5814661935891.79,59125238315.54495,56.507126210052185,76013.29520525772,6.21433462590298e-05,55.31764355059679,163,1.1075083230915,691966
2019-02-09,3636.8748991764933,3672.3586875413557,3601.693097069767,3631.5584971905964,383052115.2556748,1.613e-05,66512325.16061278,1875.0,3.90413474180476,77067636793.24144,98046301.5336933,17535289.90328664,18367.13630102,6789877.726841025,140298200,-1.852929147720272,-2.525699902869552,-1.0737354793936675,1.1984921305815428,5556323423.904958,63478991740.72384,57424830.6738501,208074.0068759,0,1534358.47285409,17529492.32698958,6789877.726841025,311894,0.058411054791437725,1875.0,24565.65050555,27075.12900401,15857.65780256,593020,88958807.04693063,43357261.8957488,0.01376995,17.52526049,0.20347831995594742,935321.333333333,1892.52526049,558395.61373602,0.5486450728433244,0.8317020749400452,0.7241539428578624,0.7852247559874094,84.24643035,2022100234.9183607,49.86468096251444,383052115.2556748,753491767.9046612,3409.8348030730185,5814661935891.79,64119305530.121475,55.994838253156885,63463.66712434028,5.61897968219972e-05,55.54971313977194,150,0.94161345947189,561955
2019-02-10,3629.2557395306667,3693.816722396027,3585.0160041796607,3661.0762378626023,374972981.51838636,1.179e-05,52893556.60960623,1750.0,3.64349535581193,77067724659.45903,75367240.08729309,17537040.02418619,14523.12792006,6373539.128506725,127272575,0.5707641766906537,-2.4904331638881962,-1.1385454474834902,1.1955137742457125,5588186988.074331,63849176538.515076,52874433.61605606,175869.9611237,0,1534363.72350652,17531242.32698958,6373539.128506725,300848,0.042939443614339594,1750.0,20688.53775829,20693.78841072,14517.87726763,563495,75348117.09374292,41080343.9102215,0.01251001,14.40198512,0.17434834807988758,909089.821428571,1764.40198512,449353.40171244,0.43739060260120943,0.83209690825457,0.7220632917829118,0.7851932917948679,99.6829829,1636555136.1953356,45.561736133148806,374972981.51838636,640522330.7147763,2904.293979885066,5902825112725.9,64206108331.28892,55.9365408861586,52452.351823138066,4.78713008562463e-05,56.45636769422351,140,0.797439909338042,501124
2019-02-11,3678.4254535821165,3679.938133100602,3585.0693724543344,3596.9563813623104,443917982.8006713,2.486e-05,93540344.02574493,1812.5,3.77323008755794,77039524206.78358,129343684.85583925,17538852.76725617,26051.31802559,6507996.001588982,160023687,0.012971380932825492,-2.549307947930619,-1.1447685016332478,1.191125567815427,5488684325.287985,62954510736.379906,114170764.97975327,278112.59055672,0,1528618.07800059,17533054.82698958,6507996.001588982,306149,0.08926277550317356,1812.5,41768.32111052,36022.67560459,31796.96353152,598984,149974105.80984762,43691361.6410391,0.01619664,22.80689865,0.26748698132963694,1103611.63448276,1835.30689865,630542.93565615,0.4426197352460615,0.8325453719557615,0.7221580904601458,0.7852658666808489,63.04301,2264039119.4926357,58.15595495678684,443917982.8006713,998596208.1846551,3779.7989921143862,6061518831027.26,64857964696.84449,55.586336312642736,81890.87184708696,7.4496074297156e-05,55.96521842970657,145,1.05268744349791,709903
2019-02-12,3598.545960648519,3650.9985009890984,3554.7443612001634,3601.3725738908424,466539053.74664694,5.599e-05,91813561.44018756,1600.0,3.33054745452577,76997326554.5613,126966623.9795426,17540453.03391882,25589.75956429,5740643.945295152,165282333,-0.011609752783617101,-2.472151853646598,-1.0656652787573715,1.1847182665953178,5484691640.463272,62912631290.85425,91654492.3161648,310960.55584385,0,1528662.41285237,17534654.82698412,5740643.945295152,280287,0.2008866590606722,1600.0,35343.08863296,35387.42348474,25545.42471251,620420,126807554.85551983,38568926.1382966,0.01927837,34.99484013,0.4479625283835316,1291268.2265625,1634.99484013,704434.65223348,0.44253034933725555,0.8326158903979055,0.7201571844499361,0.7852122132995607,56.38867856,2527442825.750139,69.16891125978731,466539053.74664694,1115696145.0816329,4073.761042116858,6061518831027.26,63482142221.8535,55.82944861366692,125558.07319303519,0.000124853596955977,56.40547269951379,128,1.13541577033861,809914
2019-02-13,3623.3700697173585,3679.0502555771254,3569.98362787583,3583.5723820965923,430769492.64670885,5e-05,113467795.33432913,1912.5,3.98061084010486,76832211012.4993,144065408.414492,17542365.96731414,31729.61031749,6839263.275076712,175249996,0.9901759146507634,-2.0626048467260625,-1.2243035047785888,1.1748927808631762,5475182867.140661,62712261903.432846,104912222.42183407,348690.84935456,0,1531054.85375383,17536567.32697866,6839263.275076712,351610,0.1788042686294565,1912.5,37893.34464459,40285.78554605,29337.16941603,717731,135509835.50199693,46101919.5246827,0.0151034,34.87820414,0.3547323331168955,1145424.81045752,1947.37820414,728890.98653367,0.42189585262833024,0.8113440600406825,0.7125055775564116,0.7851467684470761,50.29259403,2606576395.155118,54.01104781636267,430769492.64670885,1246948245.9325218,3631.6898603447785,6061518831027.26,63695070858.435524,55.545287310513835,124727.43564723164,9.91957115554165e-05,57.347526629935544,153,1.01554898218646,758224
2019-02-14,3585.3762572501055,3635.0560018325177,3545.782277574356,3568.383704994841,370023953.83970207,2.743e-05,85566248.90453243,1762.5,3.66803741488892,76815885614.31741,114329695.33825217,17544128.87593985,24022.53160778,6277877.625745179,157339010,-0.0848349290074111,-1.9896559331162267,-1.1648076261613276,1.1595658178484116,5455635810.292987,62470064348.19539,83419806.08373044,232067.61577895,0,1531657.46274005,17538329.8269732,6277877.625745179,355246,0.0977033663967037,1762.5,31495.19540667,32097.80439289,23419.92262156,671656,112183252.51745017,42486082.6992174,0.01524815,26.13967392,0.2620925578118304,1115879.5035461,1788.63967392,581710.73573281,0.39831139974763585,0.8113363854262337,0.7114801253879081,0.784849598887482,75.57422335,2072005000.007248,54.31263530156389,370023953.83970207,826605442.6999711,3084.9199590374374,6061518831027.26,62833747875.534485,55.52581090033737,93107.33279242144,7.35818951374541e-05,57.732305177391964,141,0.866084328484835,617275
2019-02-15,3568.602191929791,3635.2764045006684,3552.33771655018,3575.405830797453,393339872.7903943,3.714e-05,81157458.06567654,1587.5,3.30353609540172,76787346598.97807,109586505.93665503,17545716.64343497,22765.02116321,5659448.491419486,140174874,0.3322557675544322,-1.948787326127754,-1.3415488113305556,1.1639652064369663,5434319350.932258,62529926712.27091,107207566.58259931,293266.33771392,0,1524350.29361689,17539917.32696774,5659448.491419486,293872,0.13240435714728802,1587.5,38046.66228017,30739.49315701,30072.19028637,619537,135636614.45357782,38267606.4028412,0.0158532,26.42301092,0.3205416537661362,1103739.16535433,1613.92301092,648308.09059976,0.3937686958163124,0.8111880691845701,0.702528089256869,0.7848002752432842,59.80883269,2311222831.697549,56.51676776325757,393339872.7903943,1045496524.4467162,3730.564650210645,6061518831027.26,63052975725.76852,55.828720125418144,94198.21687556195,8.99133327435074e-05,57.7617032004607,127,1.04643966478154,621340
2019-02-16,3577.5981927649186,3653.5470161568446,3572.675963810761,3591.905371013553,324117364.9017728,2.57e-05,60152541.28428828,1875.0,3.90139723036101,76731623831.12274,83348232.22887957,17547591.86996463,16780.18722722,6721380.004931325,147805696,0.7843056947485817,-1.8120289149038586,-1.3994293298336113,1.1674450058948982,5476361696.6180315,62882694505.14064,48184222.8143944,204017.3073274,0,1527688.98256389,17541792.32696774,6721380.004931325,328238,0.09212771526759203,1875.0,19912.18145677,23250.87040377,13441.49828022,633732,71379913.7589857,45197960.3183164,0.01226971,21.90521087,0.23923006492512103,985371.306666667,1896.90521087,550312.49062845,0.3993299882903852,0.8126725163456039,0.7002867433548285,0.7848491314882058,85.98188338,1972724997.852811,43.98367117882983,324117364.9017728,731348186.7361683,3112.869474561505,6061518831027.26,62670448796.2731,55.56254544436654,78524.3980508919,6.67357553665328e-05,58.171541123083,150,0.8683678441809,587666
2019-02-17,3591.663582235748,3702.2714090761046,3571.7139410768477,3642.1887715719704,433894510.33202,1.499e-05,44674036.15287449,1987.5,4.13501256374,76713844483.71143,67769554.83818802,17549579.56096224,12331.50080527,7200230.390115439,142511108,0.8038670200359952,-1.787941011919879,-1.397073642054306,1.1657820758730961,5531192577.1333475,63556858700.69298,47928069.787353255,178311.83259206,0,1526790.76243785,17543779.82696774,7200230.390115439,333183,0.054305133860543614,1987.5,19604.8424066,18706.62228056,13229.72093131,604917,71023588.47266677,47909837.9374153,0.012778,19.40747687,0.21102091345813787,896296.27672956,2006.90747687,486830.22528003,0.3996014279875233,0.8130529755427998,0.7003245846056351,0.7848249962790637,98.38819764,1763667815.2895684,46.29159442762016,433894510.33202,645980516.1995105,2915.5533987134904,6061518831027.26,64073654359.5879,55.81509626453577,70308.58100872274,5.82487007740491e-05,59.439952429046016,159,0.804788467310441,526787
2019-02-18,3672.880142727591,3960.2987283459584,3624.3910830891964,3886.9469637466004,1042829301.8635596,3.189e-05,136918078.884172,1937.5,4.03054196543606,76717282439.61728,195629133.30197734,17551517.36924959,35414.77048354,7490625.358178699,167949326,2.551484902168587,-0.8810388121762398,-1.4588441820917417,1.1817311941706579,5913340816.231391,67834010393.17628,126347637.74952944,302798.24661987,0,1529524.8772439,17545717.32696228,7490625.358178699,340577,0.12329086073409999,1937.5,47866.65984873,50600.77465478,32680.65567749,692922,185058692.16733477,46704558.9955936,0.01595134,29.94112352,0.33988276493775343,1083544.03870968,1967.44112352,792865.88982045,0.4324468646737065,0.7734197318637955,0.6963474075094988,0.7853332370324271,57.94524084,3065321981.8962483,61.669941626286565,1042829301.8635596,1170657148.1511462,4423.761955741413,6061518831027.26,65169504432.14831,55.2073878283704,115756.25243420525,8.79129345786709e-05,64.14211824555828,155,1.14423541151883,693311
2019-02-19,3891.3975305352888,4011.7524790365806,3858.095031524328,3895.16503516657,937050156.9544008,4.708e-05,147274376.96271232,1950.0,4.0560946747982,76689645710.75626,203447406.04698357,17553467.89291148,37806.91218976,7596098.661426074,166485358,2.0234059093501946,-0.3888044926129231,-1.3711446593452314,1.1842170591257637,5963862495.860607,68355801176.12653,141576943.99967813,339455.54793029,0,1530987.46939457,17547667.32695682,7596098.661426074,350653,0.18339708973330232,1950.0,50764.53910109,52227.13125176,36344.32003909,732552,197749973.0839494,47005878.731049,0.01796684,36.85830647,0.40946218866119743,1067213.83333333,1986.85830647,826606.47699131,0.4255156998730924,0.7517266192926991,0.6940533541030471,0.7853312299278468,51.69356469,3219991976.102468,69.98866116618278,937050156.9544008,1322327093.9727848,4395.581441457373,6061518831027.26,68683697508.47758,54.78541351953569,143579.14484061487,0.000105113335605285,64.82747708989417,156,1.12839290178897,713530
2019-02-20,3901.8586906390997,3987.6648441609454,3872.6351052296936,3949.994302772638,670750969.4537003,5.7e-05,115221285.93348852,1625.0,3.37976591277762,76761111275.59367,164256161.1595419,17555093.61784557,29306.35890082,6388872.472201928,154192957,3.805184484856801,-0.4913380749934661,-1.4670989282130977,1.1739714573882285,5998616732.716642,68997040402.63634,135856059.98672837,346320.8772187,0,1525739.04598615,17549292.32695136,6388872.472201928,314347,0.22410198825569838,1625.0,47026.72827295,41778.30486453,34554.78230924,670060,184890935.21278176,39171565.6092075,0.01559268,37.54216157,0.4695488794260537,1186099.66923077,1662.54216157,802452.08386125,0.39915484899355946,0.7491970801612823,0.6898850971832182,0.785068623472139,50.67350391,3154931710.0567465,61.30439631990988,670750969.4537003,1361599950.1608467,4708.431647996814,6061518831027.26,69129762731.76317,54.83706507310448,147601.28160094158,0.000119429043604679,65.31232045300838,130,1.19758243121698,690103
2019-02-21,3955.2636681526046,4001.9572160894454,3879.6688465544557,3912.548284449266,634611646.8196293,5.959e-05,121516351.63323313,1487.5,3.09352350923132,76714731021.77452,159600284.53951642,17556581.64539547,31219.98417785,5789739.418980136,139338217,3.4044185685160033,-0.26806514881119714,-1.5008142300410106,1.1642356614337621,5936638628.498844,68312229780.10759,123453519.85583967,308284.19976376,0,1525241.34867672,17550779.8269459,5789739.418980136,294962,0.23193988032068993,1487.5,41502.20650621,41004.50919678,31717.68148728,636704,161537452.76212296,35857048.5191977,0.0155,35.06613912,0.46272602426555126,1170909.38655462,1522.56613912,750751.16442102,0.4048949966628771,0.7403594569315662,0.6900164053071748,0.7851610421439791,56.93052009,2922120074.281423,60.33005781122158,634611646.8196293,1199922812.5183113,4589.448274679307,6061518831027.26,70342886598.07649,54.45335246653027,136486.5935694154,0.000118883582020735,64.70817396167025,119,1.17912116842523,643083
