,Price,Price,Price,Price,Price,Median Transaction Fees (Native Units),Deposits on Exchanges,New Issuance (Native Units),Annual Issuance Rate,Realized Marketcap,Deposits on Exchanges - Inclusive,Circulating Supply,Deposits on Exchanges (Native Units),Total Issuance,Block Size (bytes),Sharpe Ratio,Sharpe Ratio,Sharpe Ratio,Sharpe Ratio,Supply on Exchanges,Outstanding Marketcap,Withdrawals from Exchanges,Adjusted Transaction Volume (Native Units),Miner Revenue,Supply on Exchanges (Native Units),Outstanding Supply,New Issuance,Transactions Count,Median Transaction Fees,Total Issuance (Native Units),Withdrawals from Exchanges - Inclusive (Native Units),Deposits on Exchanges - Inclusive (Native Units),Withdrawals from Exchanges (Native Units),Transactions Transfer Count,Withdrawals from Exchanges - Inclusive,Hash Rate,Median Transfer Value (Native Units),Total Fees (Native Units),Average Transaction Fees,Average Block Size (bytes),Miner Revenue (Native Units),Transaction Volume (Native Units),Volatility,Volatility,Volatility,Volatility,Adjusted NVT,Transaction Volume,Median Transfer Value,Real Volume,Adjusted Transaction Volume,Average Transfer Value,Average Difficulty,Circulating Marketcap,Marketcap Dominance,Total Fees,Average Transaction Fees (Native Units),Adjusted NVT 90-days MA,Block Count,Average Transfer Value (Native Units),Active Addresses Count
,open,high,low,close,volume,transaction_fee_median,flow_in_usd,issuance_native,issuance_rate,marketcap_realized,flow_in_usd,circulating_supply,flow_in,issuance_total_usd,block_count,sharpe_30d,sharpe_90d,sharpe_1yr,sharpe_3yr,supply_usd,marketcap_oustanding,flow_out_usd,transaction_volume_adjusted,revenue_usd,supply_usd,supply_outstanding,issuance_usd,transaction_count,transaction_fee_median_usd,issuance_total,flow_out,flow_in,flow_out,transfers_count,flow_out_usd,hash_rate,transfer_value_median,fees_total,transaction_fee_avg,block_count,revenue_native,transaction_volume,volatility_30d,volatility_90d,volatility_1yr,volatility_3yr,nvt_adjusted,transaction_volume_usd,transfer_value_median_usd,volume,adjusted_transfer_value_usd,average_transfer_value_usd,mean_difficulty,circulating_marketcap,marketcap_dominance,fees_total_usd,transaction_fee_avg_ntv,nvt_adjusted_90d_ma,block_count,transfer_value_avg,active_addresses
timestamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-01,8306.090533252453,8523.58988588155,8196.046660688084,8318.20150766918,1298191790.0216799,8.213e-05,186732282.9066238,1787.5,3.63102,101846932606.29445,274203539.6585067,17974428.55116453,22458.49164255,14862260.60984438,156945742,-2.7638210105875616,-1.0070257856415987,0.4897358707918175,1.3053157831820266,12949680377.465607,149397042721.8758,238401764.66903996,241534.53857945,0,1557471.92721055,17968142.32206827,14862260.60984438,331458,0.6828741056707798,1787.5,39193.09727378,32978.75336777,28672.83554856,711678,325873021.4209229,90704051.0116512,0.00996,46.8113573,1.1742526531634379,1097522.67132867,1834.3113572999998,548853.18221158,0.5565890844554424,0.7597782626414591,0.7379548321612128,0.8286822277310314,74.39160638,4563467989.130576,82.81293184562239,1298191790.0216799,2008251333.508418,6412.265094431037,12759819404408.766,149443718189.40524,67.93868934381607,389215.4359122468,0.0001412286241394083,61.308177078545,143,0.77120999,750562
2019-10-02,8327.656662591473,8395.862406354458,8174.331009615204,8378.23992117896,771313750.3371133,6.467e-05,164936622.6654917,1850.0,3.757675,101839431176.60515,215172938.05728608,17976279.65119126,19723.29046613,15470681.854792519,149838944,-2.995225446495211,-1.5802794492337031,0.5041253000313954,1.3039003452209192,13013189598.163532,150274613052.58777,176153880.5262786,199816.91141889,0,1556130.55601326,17969992.32203627,15470681.854792519,329482,0.5408048624591525,1850.0,27071.97177083,25730.60057354,21064.66166342,699637,226390195.91807294,93875521.32674389,0.01,37.24441562,0.9452946450172073,1012425.2972973,1887.24441562,443833.15719828,0.5532574306997077,0.7299583514801193,0.7379520852932892,0.8286751663863028,89.93228949,3711568417.093354,83.6253073232028,771313750.3371133,1670975062.5777867,5304.991639106859,12759819404408.766,149656802823.73907,69.37521318228622,311457.5702295595,0.00011303930296647465,62.14227808585316,148,0.63437634,717573
2019-10-03,8380.030059065853,8415.05252249765,8077.859617286086,8241.702543990403,903772460.3988887,6.055e-05,148004139.1650479,1837.5,3.73176,101800845723.05353,209551625.09678558,17978118.1264166,17930.46334094,15167349.585151223,152897685,-5.197145771183139,-1.316485444383289,0.49889364249576384,1.299533049782797,12838484816.817549,148345592160.90897,154349876.46388686,190496.46105393,0,1555361.78014895,17971829.82203627,15167349.585151223,327406,0.4998002815678403,1837.5,26155.61810419,25386.84223988,18699.23920525,689533,215897362.3956245,93241227.26372536,0.01,38.11919539,0.9610355212051142,1040120.30612245,1875.6191953900004,537102.01169986,0.5011634291113133,0.718457051618837,0.7380358462519647,0.8287380493258574,94.34206663,4433422571.069257,82.5433991028638,903772460.3988887,1572422541.2457695,6429.60176946824,12759819404408.766,150786241996.63565,69.13907145558416,314648.7958556816,0.000116427907216117,61.6500045924803,147,0.77893591,708956
2019-10-04,8239.027823344722,8248.57058817469,8008.9277332187285,8146.803319995445,756725257.4305197,3.07e-05,155263027.3250792,1837.5,3.731395,101773982229.625,207710787.72298297,17979956.37631782,19014.08215416,15004448.302933965,159837514,-6.161964235467083,-1.2872531227381743,0.49356121507701056,1.294970176545977,12687358992.363176,146767326338.79993,168500183.31796557,193165.49123886,0,1553740.70927411,17973667.32203081,15004448.302933965,336945,0.250686564843577,1837.5,27058.09893047,25437.02805563,20635.153029,721395,220947943.71586937,93241227.26372536,0.00921,27.4226199,0.6645728755393405,1087330.02721088,1864.9226198999997,508178.00546722,0.48877380779580665,0.7181584643521701,0.7380833740013442,0.8287707879440913,93.0480243,4149622101.616869,75.2059694530731,756725257.4305197,1577328776.7098334,5752.219131077713,12759819404408.766,148255179979.19537,69.1386159122036,223924.5075486031,8.138604193562747e-05,61.04246159907955,147,0.70443794,712900
2019-10-05,8148.068677661275,8203.970423508681,8023.845144660377,8143.870320719673,556131467.5960562,1.45e-05,78722357.0959078,1975.0,4.010255,101778469938.4045,107691001.04831882,17981932.29074302,9669.11063102,16079726.584741393,140319573,-6.107195584951321,-1.4434129134334015,0.4779415121147895,1.29678471221437,12655787196.32654,146351095556.08786,72922901.88828115,140336.81602028,0,1554453.03009466,17975642.32202535,16079726.584741393,327164,0.1180536888500001,1975.0,12514.87716379,13227.19798434,8956.78981047,675545,101891545.84069216,100218461.9569293,0.00858395,19.12426052,0.47591643396276656,888098.56329114,1994.1242605199996,354360.60573683,0.489085146233397,0.7158506655165553,0.7380243125195934,0.8287596126029813,128.08928428,2885074254.5071235,69.88737671751437,556131467.5960562,1142570952.5970926,4270.735893983802,12759819404408.764,146706682935.21384,68.78607985139088,155702.72420099456,5.8454660414960084e-05,61.014088760503476,158,0.52455515,636638
2019-10-06,8151.674939021527,8179.2838021469,7787.440825338227,7863.607175388604,976900906.1682022,1.407e-05,102042191.66399193,1862.5,3.7814,101741340401.9477,144530394.832368,17983795.56101488,12991.3762865,14629210.776665695,119513398,-6.843330240884814,-1.7400771356754485,0.422118463496324,1.2794695480612355,12225754432.93124,141206285787.88336,85909782.72278835,110717.70050945,0,1556506.9079225,17977504.82202535,14629210.776665695,271853,0.11051436006855642,1862.5,16346.83185396,18400.7096818,10937.49845866,567904,128397985.8911644,94509815.38976245,0.00844994,16.34275049,0.47218875042671543,802103.34228188,1878.8427504899998,377008.08280888,0.4968758858296437,0.7175416073098054,0.738910863459255,0.8290553094241351,162.3724548,2961251386.801471,66.37098164304888,976900906.1682022,869644336.8915387,5214.352080548016,12759819404408.766,146630808044.17358,68.67387385491953,128365.92836975386,6.0116130739774806e-05,59.60361911401203,149,0.66385883,555377
2019-10-07,7865.666436466518,8312.226381184355,7767.0746732636035,8202.503791618632,1325907485.799718,1.808e-05,205300746.7075176,1937.5,3.93324,101753757546.41017,278010272.3248607,17985734.22610124,24957.47167176,15937920.39423217,155671348,-4.944362439059993,-1.9206605032152841,0.4876998700859493,1.297244936773522,12817094856.801191,147899313786.38907,192068182.31472206,216860.06911261,0,1558115.53018167,17979442.32202535,15937920.39423217,329430,0.14872650360140266,1937.5,32187.81349316,33796.43575233,23348.84941259,705142,264777707.93206513,98315579.76787366,0.0100462,24.70789654,0.6169679016066962,1004331.27741935,1962.2078965400005,491397.66915333,0.5244686698372014,0.7080219541933207,0.7401054453511673,0.8293813809737945,82.90803556,4042248739.5494246,82.64027657524399,1325907485.799718,1783896009.3958528,5732.531547201431,12759819404408.764,141504413649.03226,68.41534920764924,203247.7358262939,7.500196260207025e-05,62.9662824731657,155,0.69687761,734959
2019-10-08,8223.164493319759,8340.002431521498,8097.824534833406,8176.242879071466,851566351.9422542,2.57e-05,202104599.23398218,2025.0,4.11063,101768303775.13332,277753807.2222708,17987760.57362914,24676.64938213,16584983.119514903,156480184,-5.481010125084947,-2.0682727756322965,0.477809028770531,1.291546428017982,12815962321.993546,147270287407.1788,147287840.85377383,203731.78151705,0,1564808.56899395,17981467.32200351,16584983.119514903,332738,0.21048595860322616,2025.0,27220.2582693,33913.29708158,17983.61056985,698456,222937048.84206244,102755638.20900345,0.01000363,27.54548003,0.6780128885248088,965927.0617284,2052.5454800299995,499379.21549708,0.5180415162337128,0.7062874753348889,0.7401212992253893,0.8293821727404433,88.26049224,4089973263.829959,81.93088132536931,851566351.9422542,1668586744.3797395,5855.735011461633,12759819404408.764,147764426027.70865,68.20117851127121,225600.65250196782,8.27842928370069e-05,63.9903752333337,162,0.71497591,715311
2019-10-09,8175.610205665015,8687.114669306218,8116.251045876402,8578.596189586046,1623460566.0698588,4.414e-05,244459445.757009,1725.0,3.50108,101809350904.25623,360646442.51792675,17989486.96204247,28431.03150823,14832122.563290473,142164732,-3.8767437326265637,-1.5490251717219305,0.5362269683112628,1.3096897163336536,13496214440.512735,154625456579.23492,202988473.88510883,242285.41735474,0,1569631.71053514,17983192.32200351,14832122.563290473,313118,0.37953037098182113,1725.0,37120.62683645,41943.76837764,23607.88996704,674656,319175470.6460266,87532580.6965585,0.01000283,30.55367406,0.839014783456177,1030179.2173913,1755.55367406,584110.52841416,0.5548468506961587,0.7112686751506505,0.7417843655138269,0.8298467236017265,74.22317248,5022376201.708512,86.00765248681672,1623460566.0698588,2083250437.9730365,7444.351169397605,12759819404408.766,147269409518.27994,68.07412525607582,262710.6309662312,9.757878518641535e-05,68.14884806433354,138,0.86579016,701690
2019-10-10,8580.004044420253,8662.90862944303,8436.804228917143,8570.234351567518,1107186567.6087818,4.294e-05,224369345.72427273,2025.0,4.109535,101818118921.20247,359759125.986881,17991513.1953458,26156.09486529,17370633.01810344,158629328,-3.6890964575410012,-1.2228687923158799,0.539062967258899,1.3114941844137533,13463605225.933046,154278819679.684,225206794.99314356,227774.40582663,0,1569534.08399685,17985217.32200351,17370633.01810344,349406,0.368343200887586,2025.0,42036.92888635,41939.30234806,26253.72140358,731053,360596575.25575185,103742972.6980896,0.01009021,33.77448814,0.8291804141310257,979193.38271605,2058.7744881400013,568693.11315033,0.5549541116443816,0.7014195171070541,0.7417761080340576,0.8298360347016166,78.96065959,4878300922.694892,86.55473332622098,1107186567.6087818,1953869439.2745438,6672.978426828636,12882422990859.746,154592302785.38348,68.19727770647836,289720.61177986517,9.666258776323246e-05,68.69886845682956,162,0.77790955,743456
2019-10-11,8572.90671586457,8811.808758044774,8225.909959562734,8263.912960710746,1504558558.4223144,3.153e-05,184782816.73816994,1950.0,3.956965,101780385001.58435,262988327.35283497,17993464.3888668,22290.23769216,16165215.356414378,159037289,-3.977198049406112,-1.6589918938829535,0.49900779946172086,1.294466853172396,12941132546.044163,149110991493.22113,254858720.458958,209454.5428854,0,1561080.87077063,17987167.32198713,16165215.356414378,346995,0.2613790975321771,1950.0,40177.33363112,31724.1204049,30743.45091838,733124,333064231.073623,100875176.08460964,0.00986777,27.79369901,0.6640029617629325,1019469.80128205,1977.7936990099995,511330.00058033,0.5628707761843309,0.699917245745191,0.7427025624667414,0.8301581062859643,85.87623393,4238851065.423858,81.80237289105902,1504558558.4223144,1736347586.2163188,5781.901941155163,13008091666971.934,154558497138.67264,68.56661526840057,230405.70771692877,8.009826945633222e-05,66.78003605193734,156,0.69746728,726820
2019-10-12,8268.250782633762,8423.789678259234,8259.533397365532,8306.740968680017,504297606.153801,2.32e-05,78546648.82369958,1662.5,3.37333,101800738214.31999,111387569.43835384,17995127.89282736,9436.44961276,13838234.614512717,126519829,-3.953333443810423,-1.4205111202442124,0.592190375042015,1.2815910278898959,12994889144.769028,149734524822.10382,77704627.03319071,121989.36570481,0,1561182.02971653,17988829.82195437,13838234.614512717,294174,0.19311100334237297,1662.5,13280.73833723,13381.89728313,9335.29066686,608003,110545547.64784497,86002553.969571,0.0082308,20.26668629,0.5734525584387621,951276.90977444,1682.7666862899994,331282.21684891,0.5631090499198342,0.6966533517004088,0.739981352434634,0.8299094303952661,147.46227852,2757510400.2232146,68.51112268579325,504297606.153801,1015409000.3601518,4535.356580273133,13008091666971.924,148786208094.23218,68.49725337905753,168694.8329261644,6.889353338500343e-05,67.57067056111931,133,0.54486938,578474
2019-10-13,8311.520644174307,8471.762269464263,8157.025845324131,8279.460135801946,717235313.4789343,1.434e-05,104073381.8994108,1775.0,3.60109,101796237798.56947,132828799.35507727,17996903.75429081,12552.19342349,14716969.90629164,120321794,-4.648072415235825,-0.8844664013197406,0.5792700376969955,1.284254232816853,12969009180.557278,149164613949.68323,79215722.2331049,105500.80101436,0,1564180.0888407,17990604.82195437,14716969.90629164,286586,0.11889653434153359,1775.0,13022.29835135,16020.35747552,9554.13429932,587591,107971139.68877138,91822275.66676003,0.00803653,16.47569727,0.4766601848055468,847336.57746479,1791.47569727,310036.20982748,0.5522422920437277,0.6667812733880936,0.7399766947714534,0.8298846654018218,170.5257652,2570587926.699574,66.63288459775208,717235313.4789343,874733585.1369007,4374.791182271194,13008091666971.928,149546740822.53983,68.48297814565314,136604.13572268243,5.748953985889052e-05,68.11516100978201,142,0.52763948,555407
2019-10-14,8281.407199785308,8416.211482719473,8212.899021950401,8353.01851701166,706686975.3188739,2.982e-05,1100061318.7545912,1687.5,3.423335,102269658851.77626,1166627552.7687786,17998592.43940471,131801.19319109,14084496.736740207,141742774,-4.290257816660868,-1.2442205221512668,0.5867884175954422,1.288910704169293,13079184097.024172,150170300737.75723,1076100544.3679583,397102.50306089,0,1567050.89122244,17992292.32194891,14084496.736740207,304204,0.2488887067790181,1687.5,136905.86355776,139776.6659395,128930.39080935,660417,1142666778.3821456,87295825.4578352,0.00999,24.11943875,0.6617589587618452,1049946.47407407,1711.6194387499995,657092.79093249,0.554841937631723,0.653691381897151,0.7400134989303756,0.829885272659672,45.30893707,5484338530.147657,83.38022068150204,706686975.3188739,3314363797.6370215,8304.35699106123,13008091666971.924,149147898286.45312,68.28826020445827,201309.72229118834,7.928705326031216e-05,68.47483840089838,135,0.9949665,694167
2019-10-15,8360.005228964897,8411.77573510015,8093.166892338921,8162.382925846,884556924.2281438,3.01e-05,191427877.8641113,1912.5,3.87922,102188098333.20743,245566017.11509103,18000506.13909827,23457.25019386,15607362.90014684,153708925,-4.747067298691676,-0.6105394464439469,0.5625189876903661,1.2780305535965244,12841423385.614153,146845534512.75482,138256488.22755405,213220.07239748,0,1573566.42388036,17994204.82194345,15607362.90014684,343443,0.24563745008858556,1912.5,23575.71406565,30091.24672357,16941.71753594,712876,192394627.47853377,98935268.85221331,0.01,26.31916762,0.625382271708999,1004633.49673203,1938.8191676200008,472841.80916288,0.5568183014410617,0.5991043279685374,0.7403610551636449,0.8300116455558652,84.39264005,3858726122.8585863,81.6071262752776,884556924.2281438,1740027737.2564983,5412.899493002582,13008091666971.934,150434699525.8259,67.78028729855234,214783.16354255375,7.663329175438137e-05,67.54665738103866,153,0.6632876,712296
2019-10-16,8162.747090885721,8197.90518,7925.934696572351,7993.767295900143,125860194.6402814,3.141e-05,196320880.16705278,1787.5,3.625545,102137878563.43301,254222086.7495478,18002294.82108718,24528.28762189,14306892.462620543,159471209,-5.081478834678166,-0.9721214839136263,0.46486012989075737,1.2719766119349347,12584424746.07734,144037329738.8034,206495076.32562113,202899.60226116,0,1572295.26204833,17995992.32193794,14306892.462620543,333799,0.25140111454596437,1787.5,33033.61347917,31762.45164714,25799.44945392,704331,264396282.90811616,92468911.41089214,0.00997851,28.52811709,0.6840492001083057,1115183.27972028,1816.0281170899993,714749.35136974,0.5587837384021371,0.5967443427476073,0.738970095644808,0.8301118095605338,88.69407392,5720750829.524282,79.86655636765522,125860194.6402814,1623979183.3616202,8122.247679342564,13008091666971.928,146823535925.8442,67.9448077142029,228334.93894695234,8.546495672545454e-05,66.96389377099547,143,1.01479184,733220
2019-10-17,8001.4403276117555,8136.581739450765,7933.722832440082,8077.712744577984,617653276.1165777,3.007e-05,281934063.30568326,1875.0,3.80257,102116832972.40869,326245820.50499564,18004170.97064905,34925.29379155,15135917.591795737,164573376,-4.790009183289824,-1.6832506474990936,0.4786017770316013,1.2748206701687281,12809608656.496223,145287592860.18317,164662215.52114394,244463.82364271,0,1586822.60822754,17997867.32193248,15135917.591795737,335681,0.24273975572549217,1875.0,25887.17839368,40414.52457289,20397.94761234,704100,208973972.72045633,96995361.61981696,0.01004115,25.64717902,0.6167658590288638,1097155.84,1900.6471790200003,652699.80747734,0.5616638252602787,0.5608745582615189,0.7390185882299052,0.8301207291345057,73.62180242,5268912265.684246,81.05707676099188,617653276.1165777,1973431620.7100506,7483.187405322297,13008091666971.932,144048861291.9435,68.06781735658444,207036.58032466803,7.640342771857806e-05,68.26760309428158,150,0.92699873,730671
2019-10-18,8074.675552397399,8121.2281604044165,7818.941171972631,7955.602512732906,757209043.6665854,3.005e-05,158665659.21202266,2000.0,4.055515,102087074030.59721,231464000.0464535,18006171.89829399,19934.54467538,15918663.98714202,149231656,-4.927386145384,-1.7170115630924592,0.4638300626282233,1.272285207225061,12587178948.584427,143266919855.44705,201534664.41485205,215213.408093,0,1581436.60281434,17999867.32192702,15918663.98714202,336621,0.23917792640680885,2000.0,34466.83785409,29080.83244089,25320.55008858,701118,274333005.2492829,103461719.06113812,0.01006,24.68669695,0.5837117020320386,932697.85,2024.68669695,523922.85126415,0.5622275777080206,0.5612152326853385,0.7391705365152589,0.8301570425233571,83.6372951,4170075912.229695,80.07087985532436,757209043.6665854,1712954964.480069,5947.751871558863,13008091666971.936,145502779687.65308,67.73121286659013,196489.61684972688,7.333677028468218e-05,67.39422625529912,160,0.74726772,673650
2019-10-19,7953.102180634168,8107.021228051661,7881.425190021221,7966.382532822106,565523061.9611442,2.268e-05,70515744.51858927,1775.0,3.5989,102096418646.67168,102068023.49839355,18007947.7349068,8871.60414842,14108547.2735827,140004336,-4.850153224681372,-1.8828596532018285,0.48704720898452103,1.273154927809755,12576711701.205645,143085646028.7517,63817041.04823695,118167.75052995,0,1582279.36843927,18001642.32192701,14108547.2735827,309836,0.18027146600836938,1775.0,11998.43894394,12841.20456887,8028.83852349,672304,95369320.02804123,91822275.66676003,0.00982419,18.7267923,0.4804137808245571,985946.02816901,1793.7267923000002,305285.09551897,0.5626348705616747,0.5590524849346972,0.7389453958247341,0.8301533977600254,152.33972248,2426551663.1265345,78.08735157163855,565523061.9611442,939253687.0787193,3609.307223290675,13008091666971.928,143443645939.02533,67.81298460066002,148849.48419555745,6.044098264888522e-05,67.58484434078598,142,0.45408788,643714
2019-10-20,7961.172699766791,8319.371759331581,7882.186018240323,8236.203432534961,731998467.4241987,1.433e-05,75593966.71561527,1825.0,3.700005,102123631198.56676,120144734.97359928,18009773.81275342,9203.38988807,14990018.996677386,119721121,-4.335275912843723,-1.5464665023640598,0.5444578116774057,1.2887191966249854,13002584064.29169,147875242280.4089,69392253.63233843,108533.78970592,0,1583034.41260429,18003467.321927,14990018.996677386,281555,0.11770245053281476,1825.0,13872.29829368,14627.3424587,8448.34572305,571275,113943021.89032246,94408818.6432885,0.00872161,15.33117915,0.4472513177429054,820007.67808219,1840.3311791499996,277686.3957106,0.574167653799688,0.5623836043571949,0.7394037806117727,0.8302767318313086,165.87891541,2280835258.5319276,71.63676689403367,731998467.4241987,891464969.5743175,3992.53472089847,13008091666971.93,143588494766.31717,67.93212552726396,125925.8447671037,5.445180923798193e-05,70.3022870987302,146,0.48608183,546144
2019-10-21,8245.9071801992,8345.78295757688,8154.364493736125,8214.942109359545,699008165.7385447,8.43e-06,226514667.5681383,1987.5,4.02887,102096061374.80956,295938002.0223485,18011762.43517132,27584.53438925,16320663.43549094,162950737,-4.253595590861598,-1.424987094499791,0.543671762614952,1.2872567451316248,13066426852.917566,147854575170.57556,159419565.5510566,205595.9586799,0,1591205.12918,18005454.82192154,16320663.43549094,356016,0.0692242479301578,1987.5,27868.06219969,36038.7787754,19413.81781354,756436,228842900.00526682,102815083.317006,0.00998904,21.05682496,0.48568427451385127,1024847.40251572,2008.556824960001,438904.21067948,0.5740070917525317,0.5607224840670418,0.7394096307999031,0.830288002241539,87.5768908,3604129762.475271,82.02654585341203,699008165.7385447,1688282991.351824,4764.619583825351,13008091666971.936,148504944303.00998,68.19276634878092,172911.37267532325,5.914572648420296e-05,70.48800122409416,159,0.5802265,749935
2019-10-22,8226.70141474039,8314.490269444612,8005.645217314482,8022.927961471169,830488533.4121261,1.356e-05,184865972.02760705,2112.5,4.281815,102065188537.98425,246445311.32208008,18013876.14501049,23024.19273668,16961696.350211874,162749596,-4.058925250930399,-1.162090346318509,0.5319902753499689,1.2815981375098933,12731387929.64166,144586456293.4322,229590814.9543803,193309.16144142,0,1585634.85904121,18007567.32188878,16961696.350211874,343436,0.10887602485627124,2112.5,36263.8817575,30693.61161871,28594.46287547,731627,291170154.2488533,109281440.75832719,0.00950359,22.17224471,0.5183658857963996,963015.36094675,2134.6722447099987,478317.24338846,0.5729378276370218,0.5539635092102054,0.7394521965523625,0.8303036729322865,93.15423639,3840507380.556424,76.30627588966156,830488533.4121261,1552118957.6726396,5249.269655039392,13008091666971.94,148050723368.48178,68.06931812522939,178025.5063543723,6.456004818947344e-05,69.4621806736575,169,0.653772,732596
2019-10-23,8030.760302886111,8054.597092283671,7352.349166691057,7472.343378850688,823404954.7512889,2.721e-05,249238352.84412694,2100.0,4.2559,101871356210.14067,411228872.437712,18015977.75506938,33418.76569507,15661875.299298668,162946929,-5.216710526571551,-1.5591617873882055,0.4380367296541963,1.2346359840053738,11823409985.016531,134316744655.84586,251550002.36305034,292582.34294807,0,1585324.90484371,18009667.32188878,15661875.299298668,342228,0.2029331556637699,2100.0,55448.9854831,55139.0312856,33728.71989257,711264,413540521.9566354,109314233.41859664,0.01062981,30.72843106,0.6696522221120422,969922.19642857,2130.7284310599994,624755.30663381,0.6109449755326807,0.5703615960212004,0.74285998741635,0.8310339917976969,61.55418383,4659447478.606588,79.27750413106571,823404954.7512889,2182089604.7758617,6550.939567063552,13089447425510.332,144657276126.75418,67.93880918966873,229173.74066896,8.978935405636008e-05,64.56267420367114,168,0.8783733,736263
2019-10-24,7479.897358743971,7512.85612125982,7361.121355077062,7426.480869513319,810206034.2235577,3.842e-05,208394800.41299784,1662.5,3.36895,101680624098.13861,291342729.9979491,18017641.53513239,27956.0537771,12392892.017199013,146314478,-4.812996117596101,-1.71264892377558,0.42310487380710765,1.2367355650937144,11826919781.802847,134263137184.01082,199075233.89099318,310362.80144134,0,1586575.11983157,18011329.82185602,12392892.017199013,308626,0.2863969391282924,1662.5,37833.26027759,39083.47526545,26705.83878924,675424,282023163.47594446,90520752.85884188,0.01018539,29.90063186,0.722202300357311,1100108.85714286,1692.4006318600004,639211.42934183,0.6051233288018543,0.5697896433498432,0.7429330895545516,0.8310032754585311,58.03314617,4764919230.070819,75.92567724695257,810206034.2235577,2313559509.4243035,7054.708234971703,13691480038694.48,134710333652.31297,67.54178692139676,222890.40715007548,9.688306189368362e-05,64.47814588528568,133,0.94638543,719988
2019-10-25,7440.570004694258,8810.561997440172,7394.683422420403,8665.676948259998,2884152883.259239,4.686e-05,356326690.4563009,1725.0,3.49524,101894690884.62361,579527219.5161707,18019367.90276495,41162.16750554,14932730.181285808,164758265,0.633571675933523,-0.4328172795798283,0.6405751008820122,1.295242629786388,13826684707.831478,155932804286.95422,264075708.2978852,306235.61529275,0,1597231.77419359,18013054.82182326,14932730.181285808,329616,0.40565086162032055,1725.0,56289.20493692,66945.85929894,30505.51314352,720051,487276237.357755,93923788.68060285,0.01099941,36.39262077,0.9557738975458976,1193900.47101449,1761.3926207699997,684268.75848396,0.7415761764083159,0.6629000571131245,0.7612438378790614,0.8364106291460465,58.82090104,5923478690.970666,95.21809952657213,2884152883.259239,2650976124.676335,8226.471008897266,13691480038694.482,133967741614.4852,67.19064872927419,315038.3690134885,0.00011040914509611185,74.45800932018432,138,0.95030596,786680
2019-10-26,8671.902641770144,10479.332787174262,8650.98766186453,9258.299468343357,5990165138.334753,6.441e-05,401777297.4512616,1750.0,3.54561,102194123932.19885,603699418.6116214,18021119.18613999,43437.04228221,16186881.831677392,169912311,1.7237808852753753,0.16622258254770256,0.7243776404437176,1.3168638800077348,14939872777.714346,166630581069.47726,235734226.40666968,265345.78717581,0,1615183.06199254,18014804.82182326,16186881.831677392,303527,0.5957697478733376,1750.0,47316.00664085,65267.2944398,25485.75448326,669163,437656347.56702954,95285003.00930724,0.01,47.50993569,1.4478122960011979,1213659.36428571,1797.509935690001,552867.13328012,0.7679592887211251,0.670441913325427,0.7636297239695741,0.8371036163319017,67.89180644,5113825688.584879,92.4964676095851,5990165138.334753,2454354800.884717,7642.122623941845,13691480038694.482,156305414494.82974,68.12816539180632,439450.1227683556,0.00015652622564055256,79.00451164879217,140,0.82620697,761194
2019-10-27,9261.787585869428,9818.179882685252,9100.263863016115,9553.123071709495,2725483129.506302,6.569e-05,147220429.9785969,1437.5,2.912335,102310443113.50366,252734171.07871154,18022557.65529321,15402.59745716,13739849.31326344,128080061,2.853981402279505,0.28676419127846764,0.7553465320152666,1.3159323168652455,15465976096.519035,172202055438.67203,119416079.62508722,163183.13138375,0,1618092.02792964,18016242.32182326,13739849.31326344,259835,0.6278752705309742,1437.5,23532.76298164,26441.72891874,12493.63152006,565316,224929820.72520185,78269823.90050235,0.00862066,33.85698681,1.2454456216827845,1113739.66086957,1471.3569868099999,424044.03424224,0.7539315011560996,0.672437507825505,0.7640520945850702,0.8370791460869863,110.40505332,4053079048.818574,82.39761348234964,2725483129.506302,1559729833.515962,7169.581355370293,13691480038694.479,166934380492.86734,69.72819631446943,323610.36310994637,0.00013030187161082994,83.74740108533665,115,0.75010089,598714
2019-10-28,9547.035914513306,9941.402340645494,9188.03947012449,9223.30726027089,2445123812.16313,5.629e-05,295028516.89514035,1675.0,3.39304,102482603079.48254,464582797.2787283,18024233.98783117,31658.21195926,15609623.38729983,160980196,1.999048907503748,0.10141974876803257,0.7151428589447861,1.2944465305312327,15134307960.754854,167912181263.83618,240008414.03516164,322267.75383325,0,1623995.99306729,18017917.32180779,15609623.38729983,305938,0.524576537594691,1675.0,43948.37057437,49852.33571202,25754.24682161,672865,409562694.41874963,91201360.02319407,0.00989198,38.62711701,1.1766207026109243,1201344.74626866,1713.6271170099997,626024.37066614,0.7649696609743167,0.676073095218632,0.7648911987038862,0.8373180311963476,55.90977412,5834032631.2655735,92.18512379385204,2445123812.16313,3003270607.2884083,8670.435577078879,13691480038694.48,172247906389.09982,69.72667840057066,359972.98451538093,0.00012625799021370344,81.32808170366202,134,0.93038629,753434
